0 25 665 3897 1095 378 253 248 315 1 6 0 5 30 509 387 262 127 70 172 0 7
0 21 443 3077 924 353 281 252 340 1 6 0 5 31 536 334 397 129 66 140 1 7
0 26 679 3716 1057 336 272 267 242 1 6 0 7 51 659 322 407 152 105 215 1 7
0 32 1051 4576 1209 360 248 238 287 0 6 0 6 44 707 341 272 152 90 185 0 6
0 26 713 4015 1106 372 341 331 369 0 6 0 7 55 651 312 250 156 120 181 0 6
0 28 840 3812 1041 410 293 282 361 0 6 0 8 76 681 311 371 143 94 191 0 5
0 23 544 3508 985 353 274 273 305 1 6 0 6 37 652 295 225 149 113 159 0 7
0 26 689 3919 1068 347 279 297 320 1 6 0 7 57 681 319 218 160 113 174 0 6
0 23 538 3370 880 345 242 216 279 0 6 0 9 87 900 374 260 161 117 188 0 5
0 24 576 3479 1013 350 252 234 248 2 6 0 5 25 531 323 222 136 108 147 0 7
0 22 511 3458 981 348 244 216 230 0 6 0 5 31 596 324 232 136 80 148 0 7
0 20 423 3157 1196 371 218 197 224 1 7 0 5 26 602 364 224 146 86 166 0 7
0 18 360 2867 958 345 245 226 286 1 6 0 5 32 543 423 278 144 87 170 0 7
0 14 220 2109 855 306 253 253 241 2 7 0 4 23 518 375 216 132 79 156 0 7
0 18 354 2657 862 341 257 248 271 0 6 0 5 32 575 372 376 142 97 169 1 8
0 23 554 3341 1064 382 284 302 280 0 6 0 6 46 608 368 302 145 75 179 0 6
0 20 402 2999 917 316 246 254 231 1 6 0 5 35 572 270 229 138 82 170 0 6
0 17 301 2650 871 301 255 259 284 1 0 0 6 37 632 269 264 126 95 179 1 6
0 18 351 2793 963 334 237 235 236 0 7 0 5 27 595 287 200 134 85 165 0 7
0 20 417 2823 938 438 323 313 369 1 6 0 8 73 768 323 258 189 173 181 3 6
0 24 615 3150 975 466 377 408 410 0 6 0 9 91 958 378 305 201 198 234 0 6
0 26 691 3299 1025 516 341 351 432 0 6 0 9 87 740 415 376 281 284 326 1 7
0 31 1019 3372 1072 515 343 383 442 1 5 0 11 131 789 355 399 242 250 259 0 6
0 29 879 3373 1196 543 365 360 450 1 5 0 8 74 714 348 358 250 251 295 0 7
0 30 907 4251 1175 442 343 358 392 0 6 0 8 67 673 334 314 203 198 213 1 7
0 29 841 3485 1229 527 438 434 445 0 6 0 8 79 752 440 328 261 226 290 1 7
0 23 567 2838 1060 421 298 285 324 0 6 0 8 70 789 371 255 183 167 180 4 6
0 28 787 3359 1229 442 294 273 328 0 6 0 12 168 1025 464 358 254 244 300 1 6
0 32 1043 4106 1117 431 358 329 407 2 6 0 9 99 931 422 505 267 272 316 1 8
0 25 638 3351 921 394 315 312 338 1 6 0 9 87 750 383 414 217 187 237 0 6
0 25 659 3185 1018 455 326 342 390 0 6 0 10 101 808 379 345 246 234 293 0 6
0 30 932 3212 938 402 321 325 323 0 5 0 12 152 795 432 427 360 393 373 0 7
0 24 620 3139 894 405 300 300 332 0 6 0 10 108 789 442 388 328 345 356 0 8
0 29 853 3086 971 419 301 327 355 0 5 0 9 87 712 411 385 314 303 313 0 8
0 25 672 3332 859 412 305 274 364 1 6 0 9 98 868 414 365 322 310 360 0 8
0 28 793 3591 1070 398 283 283 303 1 6 0 8 77 778 439 340 313 329 330 0 8
0 35 1266 3127 877 353 283 290 318 0 4 0 9 98 800 420 393 294 296 372 1 0
0 28 788 2781 1001 431 310 318 342 0 5 0 10 108 810 403 360 251 250 278 0 7
0 28 820 3880 1292 507 433 412 350 1 6 0 11 126 713 411 342 282 268 298 1 6
0 31 998 3910 1128 502 441 477 535 1 6 0 11 129 769 522 426 374 388 389 0 8
0 28 816 3421 839 372 294 280 314 0 5 0 9 81 750 339 349 261 287 254 0 8
0 27 763 3780 1167 414 284 237 335 0 6 0 7 58 713 345 340 217 213 235 0 7
0 29 897 3262 1079 456 263 261 320 1 5 0 8 70 695 338 394 263 269 270 0 8
0 20 423 2515 784 380 268 246 281 1 6 0 7 58 676 367 319 260 272 298 0 8
0 35 1287 3337 995 456 277 288 331 1 4 0 7 51 607 348 374 235 206 284 1 8
0 26 688 3310 869 404 282 266 286 1 6 0 15 236 1003 424 392 338 342 346 2 6
0 25 644 3246 868 382 283 278 316 1 6 0 8 68 705 346 322 256 240 295 0 8
0 36 1304 3994 1304 466 332 300 382 0 5 0 7 60 612 350 346 264 265 271 0 8
0 48 2357 5798 1911 593 338 313 378 0 5 0 9 97 758 419 376 294 272 302 0 7
0 30 919 4123 1111 434 293 274 323 1 6 0 10 102 789 404 368 303 292 315 0 7
-1 46 2204 4467 838 407 294 283 316 0 5 -1 53 2826 3366 589 547 305 289 329 0 3
1 23 541 1824 610 500 246 243 287 3 5 0 15 229 924 543 723 231 109 208 2 5
0 16 256 1829 888 464 213 162 232 0 6 0 8 76 688 718 659 216 69 242 0 7
0 15 229 1196 994 476 233 190 248 3 6 0 9 87 736 886 654 231 71 254 0 7
0 10 115 1044 1120 482 211 138 243 0 7 0 9 90 850 950 647 218 67 260 0 7
0 13 195 1253 1170 494 241 200 277 1 7 0 11 136 942 1075 692 248 84 257 0 7
0 12 155 1017 1504 473 225 151 237 0 7 0 10 105 902 1078 658 216 75 229 0 7
0 12 153 1046 1554 429 219 113 261 0 7 0 11 132 987 1298 661 213 67 271 0 7
0 10 119 976 1280 450 201 106 214 0 7 0 10 105 850 1049 650 200 65 222 1 7
0 11 122 1036 1208 494 215 111 267 0 7 0 10 106 862 1100 663 213 69 254 0 7
0 9 87 942 956 444 191 97 205 0 7 0 8 72 688 891 538 190 63 214 0 7
0 8 78 1074 764 414 188 93 243 1 7 0 7 55 715 596 571 177 59 196 2 7
0 9 96 1321 842 333 204 90 292 2 7 0 5 31 636 556 250 135 57 140 1 7
0 10 108 1476 806 295 165 93 211 1 7 0 5 33 691 440 212 109 57 149 0 7
0 16 266 2584 1052 324 202 94 211 3 7 0 7 58 1072 561 253 130 57 151 1 7
0 16 276 2542 941 308 194 85 245 2 6 0 9 88 1297 613 233 129 59 175 1 7
0 17 322 2836 1162 311 199 85 261 2 7 0 8 72 1121 596 225 127 59 171 0 7
0 18 344 2898 1122 343 249 84 397 1 6 0 10 102 1527 629 247 160 57 248 0 7
0 17 314 2779 1074 384 266 88 440 2 7 0 10 108 1363 707 264 160 58 259 0 6
0 17 292 2541 924 378 267 87 433 2 6 0 8 69 1154 576 273 159 58 277 1 7
0 14 211 2185 780 331 231 84 324 4 7 0 9 99 1508 603 244 141 59 220 10 7
0 20 404 3079 1071 504 310 120 653 2 6 0 11 139 1723 704 299 172 58 326 2 7
0 17 321 2778 938 398 218 82 314 4 6 0 10 111 1558 676 281 144 57 222 4 7
0 18 328 2667 1030 588 344 87 780 0 7 0 10 115 1494 821 369 172 58 371 0 7
0 19 362 2980 1146 478 290 83 592 2 7 0 13 170 1938 700 302 173 57 300 4 6
0 19 396 3133 1014 521 247 76 550 1 6 0 11 130 1497 847 358 151 56 300 0 7
0 20 431 3086 1006 538 279 79 566 1 6 0 11 141 1585 922 368 146 55 316 0 7
0 19 364 2992 945 477 258 76 564 0 6 0 11 138 1632 797 346 149 56 328 0 7
0 24 576 3595 1263 584 274 72 668 0 6 0 14 208 1926 947 429 166 54 374 0 6
0 19 397 3049 1058 500 221 70 477 0 6 0 11 136 1701 859 333 139 54 297 1 7
0 24 584 3594 1204 665 251 65 634 0 6 0 15 229 2130 914 403 149 51 350 0 6
0 26 721 4145 1181 535 235 69 534 0 6 0 16 279 2324 1013 374 138 52 285 0 6
0 23 571 3630 1046 499 202 66 431 0 6 0 12 155 1899 806 333 135 53 258 0 7
0 26 720 4150 1140 577 231 76 525 0 6 0 17 299 2419 839 348 136 50 263 2 6
0 26 692 3982 1167 531 232 75 600 0 6 0 15 232 2147 900 364 149 53 319 0 6
0 29 895 4338 1128 514 229 69 548 0 5 0 15 250 2356 814 333 136 51 297 0 6
0 25 654 3793 1013 502 224 70 466 0 6 0 17 305 2592 829 315 129 51 263 1 6
0 26 719 4182 1166 579 208 68 532 0 6 0 16 256 2240 900 360 136 55 282 0 6
0 31 1013 4776 1274 622 226 70 588 0 6 0 17 295 2460 936 351 133 52 292 1 6
0 30 959 4403 1145 552 200 89 407 0 5 0 20 405 2831 888 335 123 52 254 1 6
0 30 946 4348 1172 520 186 64 348 0 6 0 20 411 2734 923 361 135 57 239 0 6
0 30 905 4373 1069 500 214 64 480 0 6 0 18 325 2368 946 299 127 51 249 0 6
0 30 945 4348 1114 514 197 64 451 0 5 0 20 432 2923 889 353 130 49 288 0 5
0 28 834 4421 1092 527 192 65 465 0 6 0 18 326 2571 975 364 119 49 233 1 6
0 34 1177 5416 1154 540 203 64 426 0 6 0 21 475 3205 902 337 137 56 235 0 6
0 27 750 4342 1091 493 223 93 401 0 6 0 17 293 2599 937 295 117 49 225 0 6
0 34 1222 5445 1123 497 199 62 408 0 6 0 25 628 3517 830 309 120 48 242 0 6
0 30 931 4580 1178 459 220 88 425 0 6 0 20 418 2866 868 298 132 53 228 0 5
0 37 1373 5101 1237 533 219 64 421 0 5 0 20 428 3057 884 326 124 49 245 1 6
0 36 1321 5301 1185 633 227 95 503 0 6 0 21 455 2863 804 324 122 52 256 0 6
0 25 650 3227 1461 645 405 372 518 1 7 -1 25 643 2443 871 338 175 154 227 1 5
0 24 605 3562 1040 380 221 83 295 0 6 0 13 187 1772 762 303 125 56 193 0 6
0 25 646 3785 1087 450 233 75 449 0 6 0 13 183 1622 759 319 128 58 213 1 6
0 20 430 3145 983 494 234 71 525 0 6 0 14 203 2031 730 337 142 51 313 2 6
0 21 468 3212 944 419 201 70 462 0 6 0 12 164 1706 851 333 125 59 278 0 6
0 24 599 3399 991 441 215 71 376 0 6 0 15 238 2086 765 269 117 51 217 1 6
0 24 604 3620 1062 579 224 78 543 0 6 0 17 311 2340 854 344 122 50 257 0 6
0 27 752 4096 1093 473 205 83 377 0 6 0 18 326 2595 725 325 123 50 225 0 6
0 27 763 4056 1041 502 230 66 551 0 6 0 17 291 2252 880 303 136 52 315 1 6
0 27 736 4065 1074 447 212 72 384 0 6 0 18 330 2145 825 342 134 59 242 0 5
0 29 864 4435 1183 515 222 72 505 0 6 0 18 325 2548 790 307 123 51 249 0 6
0 31 992 4922 1294 596 220 63 489 0 6 0 19 388 2624 853 298 128 56 266 0 6
0 28 828 4384 1124 447 184 65 402 0 6 0 18 356 2978 926 329 123 50 230 0 6
0 29 859 4279 1135 465 236 63 495 0 6 0 16 261 2284 774 299 144 51 300 1 6
0 36 1299 5090 1137 521 232 71 454 0 5 0 24 589 3105 789 291 135 51 234 1 5
0 23 531 3227 1247 475 276 201 345 1 6 0 15 246 2062 965 308 145 87 204 0 6
0 25 653 3720 929 362 193 74 310 2 6 0 17 304 2468 822 263 118 53 178 3 6
0 23 530 3168 1144 557 271 94 497 0 6 0 13 174 1637 766 266 136 52 213 0 6
0 22 503 3363 1037 426 275 67 547 1 6 0 13 173 1992 746 283 153 53 275 1 6
0 20 430 2907 1432 470 240 81 357 1 6 0 15 242 2156 1021 381 141 53 223 1 6
0 19 391 2816 898 324 192 75 252 1 6 0 12 145 1426 695 274 119 54 161 0 6
0 16 287 2491 950 416 258 81 519 2 6 0 10 101 1342 711 289 137 58 250 0 7
0 24 610 3725 1127 479 287 70 640 0 6 0 15 231 2019 812 313 152 56 292 2 6
0 21 483 3340 1157 585 306 67 722 0 6 0 14 198 1931 719 277 164 52 325 3 6
0 19 361 2977 846 494 244 67 570 0 6 0 14 198 1706 698 281 136 50 296 0 6
0 23 553 3532 1021 504 262 63 549 0 6 0 15 231 1895 732 283 127 50 237 0 6
0 22 516 3381 977 482 242 64 555 0 6 0 14 207 2033 671 290 136 50 271 2 6
0 25 636 3856 1128 603 240 110 422 0 6 0 18 342 2387 830 311 131 54 224 0 6
0 21 446 3050 1069 461 189 94 306 0 6 0 16 276 2074 812 274 116 59 182 0 5
0 17 313 2000 1014 512 389 352 422 0 7 0 23 573 1459 848 464 223 177 289 2 4
0 14 221 2116 695 264 200 90 269 1 6 0 8 73 1069 582 250 110 56 178 0 6
0 16 264 2339 674 310 193 78 328 0 6 0 10 111 1335 548 255 120 53 205 0 6
0 21 462 3369 1064 503 260 71 625 0 6 0 14 197 2030 752 346 143 56 307 0 6
0 19 394 3145 876 436 206 66 500 2 6 0 10 115 1578 610 278 126 54 260 0 6
0 21 470 3153 935 474 197 69 482 2 6 0 12 144 1606 642 301 117 50 261 0 6
0 20 411 3022 840 441 220 70 459 0 6 0 13 170 1823 637 282 129 52 246 0 6
0 25 628 3883 1088 651 228 76 499 0 6 0 16 286 2156 797 314 124 50 295 2 6
0 21 457 2965 924 447 224 69 556 0 6 0 12 149 1802 735 257 116 52 237 0 6
0 24 614 3398 898 531 240 70 699 0 6 0 14 215 2022 668 325 132 52 336 1 6
0 24 592 3540 1118 574 192 66 545 0 6 0 14 208 1828 749 369 118 50 322 0 6
0 30 902 4561 1122 534 242 87 469 0 6 0 17 310 2440 744 288 129 53 283 2 6
0 25 643 3871 1008 462 205 78 506 0 6 0 17 312 2281 771 301 122 50 287 2 6
0 27 733 4058 1125 527 207 71 499 0 6 0 17 293 2305 799 273 119 49 245 0 6
0 25 639 3888 1168 529 194 63 492 0 6 0 17 323 2371 783 286 116 50 247 0 6
0 29 868 4072 1058 531 192 62 498 0 5 0 16 262 2004 787 332 108 48 256 0 6
0 30 901 4551 1036 517 195 64 403 0 6 0 20 440 2936 745 271 109 46 235 1 5
